year,forecast,yhat_lower,yhat_upper,region,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2021,31168000.0,,,West,2.524009900990099,0.5854355069014755,47.2590799031477,19.420250076242755,-20.131973945058057,2.655951623169956
2022,34866000.0,,,West,21.923076923076923,13.595153243050603,99.30897009966776,17.20686175580222,-13.748787248787249,2.78428927680798
2022,34866000.0,,,West,-3.057422969187675,0.3359528487229862,-0.6160228156598393,5.030982905982906,-16.16707182320442,3.5317766008666345
2022,34866000.0,,,West,-10.143399685699318,-3.364125874125874,13.349250637755102,-27.82061622842394,-21.431310889135528,4.548915766120375
2022,34866000.0,,,West,-2.7406832298136647,-1.843290526707612,12.543704274162495,-16.33564734467199,-19.501583531274743,3.277263303386317
2022,34866000.0,,,West,-18.398611111111112,-9.845138888888888,-16.478472222222223,-13.418055555555556,-25.99513888888889,5.397222222222222
2022,34866000.0,,,West,7.427895494754166,8.797676008202323,82.75857338820302,6.789752650176679,-11.211614278103356,1.2827794561933534
2022,34866000.0,,,West,11.425421530479897,18.30902777777778,78.11498516320475,23.932541366143404,-11.87550471063257,1.4220420199041652
2022,34866000.0,,,West,-0.4547677261613692,1.169759178839321,-7.654974946313529,14.859851988899168,-14.14688067837674,2.424870466321244
2022,34866000.0,,,West,-7.588470776621297,-1.414691943127962,9.296179349542154,0.1687740516767454,-18.04054054054054,4.053858967240422
2022,34866000.0,,,West,4.335714285714285,6.513735012900288,61.70124640460211,-1.8552560159218383,-16.649839572192512,2.9346859366314617
2022,34866000.0,,,West,3.41240453598704,-3.831772784019975,47.37873462214412,-3.064983888292159,-16.79776142287642,2.778468899521531
2022,34866000.0,,,West,0.9932994454713494,4.612672098904187,60.66464786295207,-3.383377571333776,-18.45877357559001,3.0965018094089265
2022,34866000.0,,,West,4.73222674600689,-2.416515973477998,60.24167561761547,10.678682170542636,-17.501351107908484,1.225585149313963
2023,47132834.67595686,43867788.04948103,50350567.4987572,West,,,,,,
2024,41697883.7735593,38407545.90520201,45033437.636966094,West,,,,,,
2025,44643109.3381174,41149104.29999732,48217798.26070656,West,,,,,,
